Date,Category,Region,Product,Sales,Quantity,Discount,Profit,Customer_Satisfaction,Return_Rate
2020-04-13 10:00:00,B,West,Product_2,949.64,25,0.21,19.73,5,0.006
2020-04-13 11:00:00,D,South,Product_2,233.92,41,0.17,429.72,3,0.199
2020-04-13 12:00:00,D,East,Product_4,516.41,12,0.2,484.48,1,0.025
2020-04-13 13:00:00,B,South,Product_3,982.89,5,0.4,-107.26,1,0.153
2020-04-13 14:00:00,C,North,Product_4,535.07,33,0.11,-141.93,1,0.121
2020-04-13 15:00:00,D,West,Product_2,877.19,46,0.24,428.32,2,0.091
2020-04-13 16:00:00,D,West,Product_4,629.86,25,0.01,429.21,3,0.007
2020-04-13 17:00:00,D,East,Product_1,437.8,25,0.25,209.64,5,0.066
2020-04-13 18:00:00,A,North,Product_1,357.21,35,0.06,421.68,2,0.18
2020-04-13 19:00:00,A,East,Product_1,282.9,15,0.14,451.37,3,0.181
2020-04-13 20:00:00,D,West,Product_3,785.62,42,0.16,188.77,5,0.12
2020-04-13 21:00:00,C,East,Product_1,447.89,26,0.04,280.57,1,0.115
2020-04-13 22:00:00,C,South,Product_1,560.15,10,0.18,229.5,1,0.085
2020-04-13 23:00:00,D,South,Product_1,543.09,24,0.25,-77.78,1,0.155
2020-04-14 00:00:00,D,West,Product_1,619.55,35,0.22,105.37,4,0.177
2020-04-14 01:00:00,C,East,Product_2,879.02,29,0.14,276.97,1,0.146
2020-04-14 02:00:00,A,South,Product_1,982.67,38,0.15,227.19,5,0.105
2020-04-14 03:00:00,A,East,Product_1,466.83,5,0.32,-49.43,2,0.127
2020-04-14 04:00:00,D,West,Product_3,844.77,24,0.36,436.83,2,0.044
2020-04-14 05:00:00,C,East,Product_2,788.08,19,0.29,348.85,4,0.198
2020-04-14 06:00:00,A,West,Product_4,616.18,46,0.49,-152.08,4,0.187
2020-04-14 07:00:00,D,West,Product_2,960.44,49,0.47,40.85,5,0.191
2020-04-14 08:00:00,B,East,Product_4,280.43,44,0.05,496.88,3,0.033
2020-04-14 09:00:00,D,South,Product_4,198.34,9,0.13,72.87,4,0.131
2020-04-14 10:00:00,B,East,Product_2,868.57,26,0.43,264.4,4,0.131
2020-04-14 11:00:00,D,South,Product_2,495.23,25,0.01,-129.53,5,0.071
2020-04-14 12:00:00,C,West,Product_1,862.27,35,0.3,17.65,2,0.173
2020-04-14 13:00:00,C,South,Product_2,903.78,36,0.48,417.44,5,0.156
2020-04-14 14:00:00,C,East,Product_1,156.21,14,0.34,157.38,1,0.144
2020-04-14 15:00:00,C,South,Product_4,895.12,6,0.05,377.58,3,0.006
2020-04-14 16:00:00,B,South,Product_1,503.49,32,0.37,-194.64,4,0.198
2020-04-14 17:00:00,D,East,Product_1,559.39,26,0.19,266.3,3,0.144
2020-04-14 18:00:00,C,South,Product_1,663.93,15,0.46,9.95,5,0.194
2020-04-14 19:00:00,A,West,Product_4,933.74,49,0.14,402.54,2,0.017
2020-04-14 20:00:00,A,West,Product_2,117.2,31,0.24,460.83,3,0.139
2020-04-14 21:00:00,A,South,Product_2,529.16,37,0.37,281.33,4,0.149
2020-04-14 22:00:00,D,East,Product_2,718.95,38,0.13,-97.74,1,0.013
2020-04-14 23:00:00,A,North,Product_4,750.44,37,0.09,127.68,3,0.013
2020-04-15 00:00:00,A,East,Product_4,723.28,19,0.0,125.15,5,0.152
2020-04-15 01:00:00,B,West,Product_4,220.99,14,0.24,381.21,5,0.16
2020-04-15 02:00:00,D,North,Product_2,369.46,36,0.46,122.43,3,0.182
2020-04-15 03:00:00,D,South,Product_1,422.84,37,0.14,32.84,5,0.154
2020-04-15 04:00:00,A,West,Product_3,823.99,11,0.02,227.95,3,0.048
2020-04-15 05:00:00,D,West,Product_3,350.88,27,0.31,252.96,3,0.194
2020-04-15 06:00:00,B,South,Product_1,289.63,2,0.03,366.96,2,0.053
2020-04-15 07:00:00,B,South,Product_3,961.7,22,0.25,430.31,5,0.145
2020-04-15 08:00:00,C,East,Product_1,107.98,2,0.19,422.97,2,0.106
2020-04-15 09:00:00,B,East,Product_1,998.04,20,0.24,238.71,5,0.024
2020-04-15 10:00:00,C,South,Product_4,709.14,44,0.08,167.0,2,0.185
2020-04-15 11:00:00,A,East,Product_1,845.62,48,0.05,360.85,1,0.118
2020-04-15 12:00:00,C,West,Product_2,365.16,17,0.37,14.75,5,0.018
2020-04-15 13:00:00,C,East,Product_4,112.88,4,0.12,330.55,2,0.077
2020-04-15 14:00:00,A,West,Product_2,764.08,14,0.4,154.27,1,0.153
2020-04-15 15:00:00,C,South,Product_2,850.73,7,0.38,-113.44,1,0.124
2020-04-15 16:00:00,B,North,Product_3,766.43,15,0.1,327.01,1,0.045
2020-04-15 17:00:00,A,West,Product_2,228.57,30,0.45,253.93,2,0.114
2020-04-15 18:00:00,D,North,Product_4,778.09,16,0.08,-142.3,1,0.062
2020-04-15 19:00:00,C,West,Product_2,792.03,40,0.4,115.26,4,0.105
2020-04-15 20:00:00,B,South,Product_3,692.69,2,0.21,140.55,5,0.064
2020-04-15 21:00:00,D,East,Product_2,789.5,19,0.09,257.46,4,0.099
2020-04-15 22:00:00,A,West,Product_3,861.33,1,0.47,274.94,4,0.168
2020-04-15 23:00:00,A,South,Product_2,652.24,31,0.48,-66.63,5,0.042
2020-04-16 00:00:00,A,North,Product_4,179.74,4,0.26,-176.41,4,0.0
2020-04-16 01:00:00,B,West,Product_2,538.87,27,0.23,355.85,1,0.031
2020-04-16 02:00:00,D,North,Product_4,169.88,25,0.45,487.12,3,0.168
2020-04-16 03:00:00,A,East,Product_3,466.79,22,0.3,458.48,4,0.083
2020-04-16 04:00:00,B,South,Product_3,466.4,43,0.13,150.56,5,0.148
2020-04-16 05:00:00,B,North,Product_3,159.41,10,0.21,170.25,2,0.006
2020-04-16 06:00:00,D,North,Product_1,413.94,33,0.42,451.4,2,0.029
2020-04-16 07:00:00,A,West,Product_1,199.9,49,0.43,180.9,1,0.114
2020-04-16 08:00:00,A,South,Product_2,827.41,48,0.47,-5.63,4,0.144
2020-04-16 09:00:00,C,West,Product_2,952.92,44,0.14,274.31,3,0.158
2020-04-16 10:00:00,A,North,Product_2,165.08,30,0.34,134.04,2,0.129
2020-04-16 11:00:00,D,North,Product_3,959.6,30,0.03,349.5,3,0.151
2020-04-16 12:00:00,B,South,Product_3,570.32,16,0.36,348.31,1,0.033
2020-04-16 13:00:00,D,North,Product_3,369.61,9,0.28,455.17,5,0.132
2020-04-16 14:00:00,A,West,Product_4,169.18,17,0.12,-103.53,5,0.085
2020-04-16 15:00:00,B,South,Product_2,550.56,35,0.33,164.93,1,0.183
2020-04-16 16:00:00,D,West,Product_2,815.06,47,0.07,350.1,3,0.123
2020-04-16 17:00:00,A,South,Product_3,736.38,15,0.17,104.39,3,0.108
2020-04-16 18:00:00,A,West,Product_4,145.2,48,0.2,238.82,3,0.116
2020-04-16 19:00:00,A,North,Product_2,165.61,28,0.39,371.92,1,0.166
2020-04-16 20:00:00,C,West,Product_1,462.59,20,0.15,131.36,2,0.002
2020-04-16 21:00:00,C,South,Product_4,365.76,33,0.02,85.8,2,0.172
2020-04-16 22:00:00,C,North,Product_1,309.15,33,0.09,-73.61,4,0.006
2020-04-16 23:00:00,B,North,Product_1,352.9,36,0.3,377.18,5,0.117
2020-04-17 00:00:00,D,East,Product_3,823.13,13,0.01,357.05,5,0.101
2020-04-17 01:00:00,B,West,Product_3,936.31,4,0.4,320.21,4,0.074
2020-04-17 02:00:00,B,West,Product_4,464.59,23,0.45,75.32,3,0.026
2020-04-17 03:00:00,A,North,Product_3,915.5,8,0.25,208.23,1,0.025
2020-04-17 04:00:00,A,South,Product_2,389.35,13,0.35,-113.21,5,0.148
2020-04-17 05:00:00,B,West,Product_1,528.79,24,0.23,23.66,3,0.023
2020-04-17 06:00:00,D,East,Product_2,303.43,40,0.15,104.87,2,0.137
2020-04-17 07:00:00,C,South,Product_4,676.43,46,0.08,-169.52,3,0.198
2020-04-17 08:00:00,B,North,Product_1,981.08,30,0.26,-127.49,4,0.136
2020-04-17 09:00:00,B,South,Product_3,643.14,30,0.46,380.81,1,0.015
2020-04-17 10:00:00,D,North,Product_1,422.03,25,0.44,479.84,5,0.108
2020-04-17 11:00:00,D,East,Product_3,683.04,33,0.46,25.39,4,0.167
2020-04-17 12:00:00,B,West,Product_1,210.63,9,0.48,-125.28,2,0.191
2020-04-17 13:00:00,A,South,Product_4,899.79,26,0.08,454.77,2,0.146
2020-04-17 14:00:00,A,East,Product_4,552.78,24,0.07,440.02,1,0.062
2020-04-17 15:00:00,B,West,Product_3,504.41,33,0.21,258.26,5,0.05
2020-04-17 16:00:00,A,West,Product_2,627.28,39,0.34,37.01,2,0.157
2020-04-17 17:00:00,D,South,Product_1,662.31,25,0.22,-121.2,4,0.152
2020-04-17 18:00:00,C,East,Product_2,164.6,45,0.45,457.65,2,0.097
2020-04-17 19:00:00,D,East,Product_4,714.36,15,0.36,444.27,5,0.017
2020-04-17 20:00:00,C,South,Product_1,317.74,41,0.32,320.24,3,0.134
2020-04-17 21:00:00,B,South,Product_3,742.56,48,0.04,453.72,2,0.118
2020-04-17 22:00:00,B,West,Product_3,840.28,49,0.09,-102.17,2,0.002
2020-04-17 23:00:00,C,East,Product_3,823.56,41,0.21,-123.53,2,0.128
2020-04-18 00:00:00,A,East,Product_1,597.25,6,0.49,-65.57,3,0.026
2020-04-18 01:00:00,B,West,Product_1,568.15,20,0.17,-49.16,5,0.165
2020-04-18 02:00:00,C,South,Product_1,228.59,44,0.31,379.02,4,0.135
2020-04-18 03:00:00,A,South,Product_4,797.81,16,0.49,445.21,5,0.01
2020-04-18 04:00:00,C,North,Product_2,344.27,21,0.13,-49.09,1,0.106
2020-04-18 05:00:00,B,West,Product_3,547.03,15,0.08,123.89,4,0.161
2020-04-18 06:00:00,B,South,Product_3,355.85,39,0.27,118.14,3,0.166
2020-04-18 07:00:00,D,East,Product_3,220.45,42,0.28,-75.49,1,0.017
2020-04-18 08:00:00,C,North,Product_4,666.6,4,0.46,397.34,2,0.016
2020-04-18 09:00:00,A,South,Product_3,148.9,24,0.01,165.74,2,0.155
2020-04-18 10:00:00,B,West,Product_3,773.78,3,0.2,196.37,5,0.047
2020-04-18 11:00:00,D,East,Product_1,385.83,1,0.16,-19.1,3,0.119
2020-04-18 12:00:00,D,North,Product_1,100.12,30,0.29,191.41,3,0.122
2020-04-18 13:00:00,A,North,Product_2,560.02,13,0.0,354.78,2,0.126
2020-04-18 14:00:00,B,South,Product_4,142.17,18,0.36,13.45,2,0.068
2020-04-18 15:00:00,D,West,Product_2,348.55,40,0.24,-120.69,3,0.008
2020-04-18 16:00:00,A,West,Product_4,736.28,11,0.35,208.83,3,0.107
2020-04-18 17:00:00,A,East,Product_3,156.42,42,0.22,245.08,5,0.103
2020-04-18 18:00:00,C,West,Product_1,855.4,29,0.24,-58.56,2,0.087
2020-04-18 19:00:00,C,North,Product_4,103.44,4,0.45,-26.19,3,0.056
2020-04-18 20:00:00,B,West,Product_2,322.14,25,0.11,-92.85,1,0.169
2020-04-18 21:00:00,D,West,Product_1,766.81,36,0.11,444.97,1,0.074
2020-04-18 22:00:00,D,North,Product_1,384.64,36,0.28,-50.89,1,0.025
2020-04-18 23:00:00,C,West,Product_1,191.7,44,0.33,-192.55,4,0.152
2020-04-19 00:00:00,B,South,Product_3,424.21,40,0.18,388.11,1,0.127
2020-04-19 01:00:00,D,South,Product_4,343.35,28,0.26,362.26,3,0.062
2020-04-19 02:00:00,A,East,Product_1,858.44,45,0.11,119.57,4,0.03
2020-04-19 03:00:00,A,South,Product_1,382.01,8,0.07,358.01,2,0.088
2020-04-19 04:00:00,A,North,Product_4,810.04,21,0.12,114.73,3,0.013
2020-04-19 05:00:00,A,North,Product_3,902.68,35,0.46,-42.84,1,0.045
2020-04-19 06:00:00,C,North,Product_2,490.44,44,0.4,98.24,2,0.193
2020-04-19 07:00:00,B,West,Product_3,918.95,18,0.07,140.81,1,0.03
2020-04-19 08:00:00,A,North,Product_4,439.59,47,0.02,-193.7,5,0.055
2020-04-19 09:00:00,A,South,Product_3,967.67,25,0.05,-120.67,4,0.028
2020-04-19 10:00:00,D,East,Product_2,180.36,46,0.15,412.34,2,0.182
2020-04-19 11:00:00,C,North,Product_2,718.32,41,0.41,74.7,1,0.185
2020-04-19 12:00:00,D,North,Product_3,544.43,5,0.16,32.03,5,0.012
2020-04-19 13:00:00,D,West,Product_3,448.88,47,0.09,421.85,4,0.18
2020-04-19 14:00:00,D,South,Product_3,669.44,8,0.2,-91.8,1,0.028
2020-04-19 15:00:00,A,East,Product_4,733.47,23,0.06,-48.11,3,0.079
2020-04-19 16:00:00,B,North,Product_1,103.93,3,0.24,379.57,5,0.117
2020-04-19 17:00:00,C,North,Product_3,250.26,44,0.34,-4.24,2,0.092
2020-04-19 18:00:00,A,South,Product_4,741.74,37,0.18,243.26,1,0.027
2020-04-19 19:00:00,C,South,Product_1,699.75,31,0.09,317.7,2,0.158
2020-04-19 20:00:00,A,South,Product_1,969.44,29,0.23,-44.1,3,0.137
2020-04-19 21:00:00,B,East,Product_1,784.93,41,0.38,-22.61,2,0.188
2020-04-19 22:00:00,B,East,Product_3,955.7,20,0.04,161.41,5,0.071
2020-04-19 23:00:00,C,South,Product_1,732.29,3,0.04,354.55,4,0.086
2020-04-20 00:00:00,D,West,Product_2,368.25,23,0.16,188.06,1,0.07
2020-04-20 01:00:00,A,West,Product_2,194.83,40,0.21,-152.86,4,0.013
2020-04-20 02:00:00,C,West,Product_4,803.64,21,0.11,45.59,1,0.011
2020-04-20 03:00:00,D,South,Product_2,679.73,13,0.01,31.45,2,0.152
2020-04-20 04:00:00,B,East,Product_3,143.37,8,0.11,365.32,2,0.057
2020-04-20 05:00:00,A,North,Product_2,424.05,5,0.22,2.76,5,0.097
2020-04-20 06:00:00,B,East,Product_3,961.12,25,0.04,430.85,2,0.196
2020-04-20 07:00:00,A,North,Product_3,550.36,39,0.36,34.49,3,0.004
2020-04-20 08:00:00,D,East,Product_4,489.46,37,0.28,-64.12,5,0.104
2020-04-20 09:00:00,A,North,Product_1,511.93,41,0.22,177.96,1,0.104
2020-04-20 10:00:00,D,North,Product_1,287.99,5,0.26,70.47,2,0.2
2020-04-20 11:00:00,A,North,Product_2,431.84,8,0.33,253.31,1,0.167
2020-04-20 12:00:00,C,West,Product_3,432.83,44,0.5,441.0,2,0.013
2020-04-20 13:00:00,B,West,Product_1,147.12,4,0.39,458.54,5,0.031
2020-04-20 14:00:00,A,South,Product_1,790.81,41,0.27,-40.84,3,0.007
2020-04-20 15:00:00,A,North,Product_4,474.85,22,0.39,-86.41,1,0.039
2020-04-20 16:00:00,B,North,Product_4,839.96,14,0.24,457.97,4,0.042
2020-04-20 17:00:00,A,East,Product_2,865.31,19,0.16,368.7,2,0.018
2020-04-20 18:00:00,B,North,Product_3,290.79,13,0.13,-16.83,5,0.105
2020-04-20 19:00:00,D,North,Product_3,691.62,35,0.2,363.47,1,0.195
2020-04-20 20:00:00,C,West,Product_4,525.05,4,0.0,318.74,5,0.161
2020-04-20 21:00:00,C,North,Product_1,892.14,33,0.09,-22.51,1,0.041
2020-04-20 22:00:00,B,East,Product_3,294.17,22,0.06,434.05,3,0.157
2020-04-20 23:00:00,C,North,Product_4,710.03,1,0.48,25.26,2,0.196
2020-04-21 00:00:00,B,North,Product_4,646.98,11,0.03,136.13,1,0.167
2020-04-21 01:00:00,C,North,Product_2,365.77,16,0.25,226.48,4,0.094
2020-04-21 02:00:00,A,East,Product_3,222.94,4,0.46,-66.12,2,0.054
2020-04-21 03:00:00,A,South,Product_4,686.48,29,0.3,227.9,2,0.15
2020-04-21 04:00:00,C,North,Product_4,764.74,39,0.25,294.39,5,0.157
2020-04-21 05:00:00,D,South,Product_3,384.06,44,0.37,-128.92,2,0.059
2020-04-21 06:00:00,C,West,Product_4,680.35,38,0.18,65.54,1,0.045
2020-04-21 07:00:00,A,West,Product_4,455.62,24,0.1,228.44,3,0.134
2020-04-21 08:00:00,C,North,Product_2,741.89,9,0.42,448.35,1,0.178
2020-04-21 09:00:00,A,West,Product_1,279.29,8,0.03,423.69,2,0.004
2020-04-21 10:00:00,D,North,Product_2,901.19,14,0.4,-81.23,4,0.197
2020-04-21 11:00:00,D,North,Product_3,358.67,15,0.05,227.36,4,0.038
2020-04-21 12:00:00,C,North,Product_4,431.01,22,0.31,-131.39,1,0.07
2020-04-21 13:00:00,A,South,Product_2,152.28,37,0.24,5.72,1,0.011
2020-04-21 14:00:00,D,East,Product_1,200.36,15,0.5,218.09,1,0.011
2020-04-21 15:00:00,B,South,Product_1,564.28,6,0.19,-143.04,1,0.055
2020-04-21 16:00:00,C,North,Product_1,340.83,1,0.48,422.2,5,0.113
2020-04-21 17:00:00,B,South,Product_1,851.93,20,0.2,380.29,1,0.18
2020-04-21 18:00:00,C,East,Product_4,113.22,41,0.34,131.37,5,0.014
2020-04-21 19:00:00,A,East,Product_2,441.18,36,0.32,144.23,2,0.109
2020-04-21 20:00:00,A,East,Product_3,403.61,2,0.04,416.95,1,0.083
2020-04-21 21:00:00,B,East,Product_4,117.39,6,0.37,-164.69,1,0.198
2020-04-21 22:00:00,A,South,Product_3,211.93,2,0.1,-99.28,4,0.037
2020-04-21 23:00:00,A,North,Product_1,472.28,3,0.19,15.6,2,0.074
2020-04-22 00:00:00,A,South,Product_1,543.58,7,0.39,55.07,2,0.007
2020-04-22 01:00:00,B,East,Product_3,463.86,20,0.47,491.21,1,0.183
2020-04-22 02:00:00,A,South,Product_2,577.84,49,0.28,-96.78,2,0.124
2020-04-22 03:00:00,D,North,Product_1,635.62,41,0.26,12.17,3,0.118
2020-04-22 04:00:00,C,West,Product_2,108.93,41,0.25,379.56,4,0.01
2020-04-22 05:00:00,D,North,Product_2,517.69,5,0.41,349.05,2,0.02
2020-04-22 06:00:00,B,West,Product_2,967.15,25,0.5,258.37,3,0.158
2020-04-22 07:00:00,B,North,Product_1,567.13,38,0.32,29.99,1,0.11
2020-04-22 08:00:00,A,West,Product_3,709.79,18,0.19,-117.56,4,0.04
2020-04-22 09:00:00,D,North,Product_4,380.68,1,0.11,488.48,4,0.11
2020-04-22 10:00:00,B,South,Product_3,796.59,25,0.1,-24.0,4,0.194
2020-04-22 11:00:00,C,West,Product_4,795.63,17,0.43,391.25,3,0.021
2020-04-22 12:00:00,B,North,Product_2,569.17,46,0.5,426.51,5,0.194
2020-04-22 13:00:00,D,North,Product_2,978.41,15,0.35,108.63,4,0.155
2020-04-22 14:00:00,C,East,Product_4,213.0,5,0.48,395.58,3,0.029
2020-04-22 15:00:00,C,West,Product_2,115.25,17,0.17,-4.67,5,0.163
2020-04-22 16:00:00,A,North,Product_4,793.14,21,0.31,422.94,3,0.149
2020-04-22 17:00:00,C,North,Product_4,826.44,23,0.26,245.18,3,0.115
2020-04-22 18:00:00,A,West,Product_3,208.19,43,0.24,-63.94,3,0.155
2020-04-22 19:00:00,A,North,Product_4,339.02,10,0.32,350.58,4,0.028
2020-04-22 20:00:00,B,South,Product_3,115.8,17,0.16,439.58,1,0.144
2020-04-22 21:00:00,B,South,Product_3,363.98,1,0.32,199.3,4,0.128
2020-04-22 22:00:00,A,North,Product_3,795.83,37,0.34,332.26,4,0.057
2020-04-22 23:00:00,D,East,Product_2,566.16,48,0.42,356.36,4,0.138
2020-04-23 00:00:00,A,North,Product_3,413.29,7,0.37,351.18,4,0.136
2020-04-23 01:00:00,D,South,Product_4,434.57,12,0.16,118.09,5,0.048
2020-04-23 02:00:00,C,East,Product_3,101.22,40,0.23,317.96,5,0.03
2020-04-23 03:00:00,C,West,Product_4,369.82,1,0.06,183.97,3,0.072
2020-04-23 04:00:00,C,North,Product_3,681.81,20,0.13,90.26,2,0.08
2020-04-23 05:00:00,A,South,Product_1,976.77,44,0.26,-83.93,2,0.165
2020-04-23 06:00:00,D,North,Product_4,862.35,31,0.05,436.33,1,0.087
2020-04-23 07:00:00,A,East,Product_4,121.24,4,0.29,90.44,3,0.147
2020-04-23 08:00:00,C,North,Product_3,908.7,26,0.2,-32.3,1,0.093
2020-04-23 09:00:00,B,North,Product_4,804.88,12,0.02,-30.39,5,0.013
2020-04-23 10:00:00,C,South,Product_2,802.34,22,0.22,-30.54,4,0.131
2020-04-23 11:00:00,C,West,Product_4,512.2,1,0.14,-198.27,1,0.179
2020-04-23 12:00:00,B,East,Product_3,458.2,1,0.03,106.75,1,0.104
2020-04-23 13:00:00,D,East,Product_4,372.62,3,0.15,423.48,5,0.14
2020-04-23 14:00:00,C,South,Product_1,159.13,12,0.15,-182.4,3,0.156
2020-04-23 15:00:00,D,West,Product_2,305.41,21,0.18,469.62,4,0.093
2020-04-23 16:00:00,B,North,Product_1,321.94,13,0.18,-74.61,4,0.05
2020-04-23 17:00:00,B,South,Product_1,535.67,13,0.21,303.21,3,0.172
2020-04-23 18:00:00,B,West,Product_1,772.7,41,0.05,349.73,5,0.166
2020-04-23 19:00:00,A,West,Product_2,526.43,18,0.0,314.58,5,0.172
2020-04-23 20:00:00,D,East,Product_3,152.06,33,0.37,37.42,1,0.165
2020-04-23 21:00:00,A,West,Product_3,962.01,6,0.17,292.67,2,0.027
2020-04-23 22:00:00,B,West,Product_3,948.45,25,0.31,131.08,2,0.083
2020-04-23 23:00:00,C,East,Product_4,806.67,23,0.15,-93.46,5,0.038
2020-04-24 00:00:00,A,West,Product_3,992.2,24,0.49,-59.35,3,0.031
2020-04-24 01:00:00,C,South,Product_3,590.03,37,0.16,-181.78,3,0.156
2020-04-24 02:00:00,A,North,Product_2,966.49,26,0.3,32.38,2,0.096
2020-04-24 03:00:00,D,South,Product_2,168.04,4,0.11,309.59,3,0.018
2020-04-24 04:00:00,C,North,Product_3,429.11,38,0.26,478.33,3,0.081
2020-04-24 05:00:00,A,North,Product_4,302.84,35,0.29,-106.51,4,0.199
2020-04-24 06:00:00,B,West,Product_3,276.25,49,0.09,47.3,3,0.042
2020-04-24 07:00:00,B,East,Product_2,226.72,11,0.06,-72.95,4,0.079
2020-04-24 08:00:00,D,North,Product_3,660.17,36,0.49,332.62,4,0.119
2020-04-24 09:00:00,D,West,Product_3,803.19,25,0.45,443.71,2,0.04
2020-04-24 10:00:00,A,North,Product_3,620.47,20,0.33,-120.2,4,0.194
2020-04-24 11:00:00,B,East,Product_4,232.27,1,0.43,432.51,5,0.127
2020-04-24 12:00:00,C,South,Product_1,830.01,30,0.05,-9.95,1,0.046
2020-04-24 13:00:00,A,South,Product_3,672.36,4,0.36,-43.86,4,0.089
2020-04-24 14:00:00,A,South,Product_1,449.35,23,0.14,-160.36,5,0.072
2020-04-24 15:00:00,B,North,Product_3,706.72,35,0.27,-143.67,5,0.024
2020-04-24 16:00:00,D,East,Product_3,333.91,42,0.38,-151.54,3,0.057
2020-04-24 17:00:00,C,East,Product_1,410.67,22,0.02,112.49,5,0.111
2020-04-24 18:00:00,D,North,Product_3,925.74,31,0.35,261.05,3,0.018
2020-04-24 19:00:00,A,North,Product_4,361.45,1,0.22,-70.91,5,0.01
2020-04-24 20:00:00,A,South,Product_2,522.99,4,0.22,-47.65,2,0.108
2020-04-24 21:00:00,B,North,Product_2,901.13,19,0.45,-78.97,2,0.087
2020-04-24 22:00:00,D,East,Product_4,736.95,30,0.43,364.59,2,0.038
2020-04-24 23:00:00,A,South,Product_1,155.98,1,0.03,-103.97,2,0.143
2020-04-25 00:00:00,A,East,Product_4,232.57,48,0.31,-148.62,2,0.018
2020-04-25 01:00:00,D,North,Product_3,107.06,19,0.22,-174.3,5,0.054
2020-04-25 02:00:00,B,West,Product_1,667.83,21,0.06,-171.89,4,0.02
2020-04-25 03:00:00,B,West,Product_1,502.91,22,0.43,182.67,4,0.146
2020-04-25 04:00:00,C,South,Product_1,220.85,2,0.04,-134.21,4,0.127
2020-04-25 05:00:00,C,West,Product_4,962.14,6,0.02,-44.3,2,0.038
2020-04-25 06:00:00,C,North,Product_1,576.69,21,0.1,382.87,2,0.111
2020-04-25 07:00:00,D,West,Product_2,317.7,33,0.15,477.68,5,0.139
2020-04-25 08:00:00,C,East,Product_4,550.54,19,0.03,402.6,4,0.007
2020-04-25 09:00:00,C,East,Product_3,711.66,27,0.32,471.72,3,0.133
2020-04-25 10:00:00,D,East,Product_3,168.62,37,0.22,269.32,2,0.062
2020-04-25 11:00:00,C,South,Product_3,347.23,29,0.21,491.05,1,0.027
2020-04-25 12:00:00,B,East,Product_3,826.27,28,0.07,147.44,1,0.164
2020-04-25 13:00:00,A,South,Product_2,513.7,34,0.22,356.28,1,0.121
2020-04-25 14:00:00,B,West,Product_2,591.92,1,0.2,480.16,5,0.109
2020-04-25 15:00:00,B,East,Product_1,489.53,48,0.19,296.5,3,0.167
2020-04-25 16:00:00,A,North,Product_2,139.51,25,0.11,469.7,2,0.053
2020-04-25 17:00:00,B,North,Product_2,249.17,21,0.05,-22.45,5,0.003
2020-04-25 18:00:00,A,South,Product_2,500.99,34,0.13,10.19,4,0.19
2020-04-25 19:00:00,B,East,Product_3,288.27,26,0.33,78.07,4,0.053
2020-04-25 20:00:00,D,East,Product_1,144.98,36,0.04,125.21,2,0.127
2020-04-25 21:00:00,D,West,Product_4,859.28,35,0.19,428.18,2,0.195
2020-04-25 22:00:00,C,North,Product_4,983.07,23,0.26,421.5,1,0.047
2020-04-25 23:00:00,D,West,Product_1,813.83,17,0.48,260.57,3,0.199
2020-04-26 00:00:00,A,East,Product_1,868.41,47,0.42,-37.39,1,0.108
2020-04-26 01:00:00,C,East,Product_1,317.78,42,0.46,-31.74,3,0.192
2020-04-26 02:00:00,B,West,Product_1,964.56,12,0.41,242.22,5,0.017
2020-04-26 03:00:00,D,West,Product_4,277.23,44,0.29,152.37,5,0.106
2020-04-26 04:00:00,C,East,Product_4,956.29,20,0.43,-19.03,3,0.189
2020-04-26 05:00:00,D,South,Product_4,995.34,39,0.28,-82.23,5,0.031
2020-04-26 06:00:00,C,North,Product_3,740.55,27,0.18,305.84,3,0.055
2020-04-26 07:00:00,A,North,Product_2,983.03,42,0.19,369.26,5,0.042
2020-04-26 08:00:00,A,East,Product_4,612.59,37,0.28,-17.09,4,0.193
2020-04-26 09:00:00,B,North,Product_1,333.59,20,0.4,97.45,2,0.053
2020-04-26 10:00:00,C,East,Product_3,493.3,11,0.07,299.45,5,0.024
2020-04-26 11:00:00,A,West,Product_1,634.2,28,0.02,128.46,5,0.159
2020-04-26 12:00:00,B,West,Product_3,165.77,2,0.39,472.88,4,0.103
2020-04-26 13:00:00,C,East,Product_2,660.11,24,0.32,-109.28,1,0.118
2020-04-26 14:00:00,B,West,Product_4,983.06,16,0.41,398.04,4,0.121
2020-04-26 15:00:00,A,South,Product_1,271.1,12,0.49,14.25,5,0.123
2020-04-26 16:00:00,B,East,Product_3,813.34,16,0.13,280.93,4,0.091
2020-04-26 17:00:00,C,East,Product_2,917.11,36,0.1,-22.41,4,0.195
2020-04-26 18:00:00,D,East,Product_4,949.33,2,0.17,476.53,4,0.035
2020-04-26 19:00:00,A,South,Product_3,964.12,25,0.44,-164.91,3,0.192
2020-04-26 20:00:00,C,South,Product_4,569.31,29,0.01,159.5,4,0.058
2020-04-26 21:00:00,C,West,Product_3,979.58,28,0.01,437.36,4,0.038
2020-04-26 22:00:00,B,North,Product_2,781.58,10,0.11,128.89,5,0.125
2020-04-26 23:00:00,A,West,Product_3,245.5,45,0.19,388.24,3,0.178
2020-04-27 00:00:00,D,South,Product_4,529.21,23,0.15,464.88,1,0.073
2020-04-27 01:00:00,D,West,Product_4,746.5,32,0.41,-152.52,3,0.015
2020-04-27 02:00:00,B,West,Product_2,322.61,31,0.34,142.17,3,0.107
